,0
0,0.11384156984749964
1,0.3556270594068721
2,0.35927450884822426
3,0.3797145034661426
4,0.23536090275235205
5,0.12771416665162835
6,0.2585768003763201
7,0.060391862498353314
8,0.20771468639765506
9,0.38773583732914585
10,0.3943908670034485
11,0.39396727971188367
12,0.014909794429365415
13,0.33142361405865317
14,0.3897696758856408
15,0.3787874658085307
16,0.0737296248911075
17,0.35189849991374467
18,0.3738001189788579
19,0.3922276285698131
20,0.11756000237939683
21,0.360009192041818
22,0.13441504696471382
23,0.38818759347457826
24,0.04610730600407973
25,0.3149785903976538
26,0.39345743633023905
27,0.16170189294785828
28,0.3888987521809158
29,0.39140003000627377
30,0.1437839892959894
31,0.3614127994985643
32,0.39565901016122745
33,0.049742733877832374
34,0.3968315825410737
35,0.2835340792257155
36,0.368723941151094
37,0.2017369633492809
38,0.4009850555906733
39,0.34890379907238733
40,0.20641243785140947
41,0.36186436278868733
42,0.39970659731713143
43,0.30863963075754036
44,0.28708013108286634
45,0.3868045410672299
46,0.3709796003362805
47,0.20665752831566708
48,0.39776482872714874
49,0.21248734981948333
50,0.22413628806321312
51,0.39934133525308957
52,0.14656011890152407
53,0.39404669002048437
54,0.39177874998601936
55,0.37820709876479297
56,0.22033556467800672
57,0.3993084042588911
58,0.2103767794174095
59,0.3946183635440763
60,0.2503971758097617
61,0.39606164771706437
62,0.40524419890847696
63,0.22239027015206306
64,0.39452811537107074
65,0.3848795429116417
66,0.05416853017822127
67,0.39654800217557856
68,0.32579476227224063
69,0.32031965214513397
70,0.38672673335941005
71,0.27224182830913857
72,0.37204322408698204
73,0.4047145339197713
74,0.37619325051828156
75,0.39188136864412143
76,0.400592682640941
77,0.24650712997018798
78,0.335722241202002
79,0.389813610038419
80,0.3724339929618803
81,0.39956475323677715
82,0.2612844181604087
83,0.39205048464503844
84,0.020603248558246346
85,0.39890714084654094
86,0.39921818801400893
87,0.15680348120652693
88,0.12774946829953537
89,0.4052400109489189
90,0.3919806503738385
91,0.17364365801133583
92,0.3705026443911837
93,0.30421418063446337
94,0.3892786772346591
95,0.2550553858667674
96,0.20933175892574402
97,0.38809978826507047
98,0.3957784188663178
99,0.05411226478161872
100,0.03723443470971928
101,0.39742285943858485
102,0.388526335925643
103,0.20408225386513132
104,0.10865056177844351
105,0.38695852461222113
106,0.3943137948077134
107,0.07220380855829076
108,0.23803749890839765
109,0.38826030838514297
110,0.39093706277586254
111,0.109286710588915
112,0.10615293539974134
113,0.3928375539440717
114,0.38749635093737894
115,0.21586649999067303
116,0.40442340185839726
117,0.3591770168806054
118,0.12821521068506225
119,0.4081714823903274
120,0.3842199757346845
121,0.27627388687188037
122,0.26647397838083864
123,0.3919041090888379
124,0.39928067043399496
125,0.08458315904632037
126,0.39318235049209105
127,0.23447617758170664
128,0.3911479226489885
129,0.40064579452766846
130,0.1592999330201556
131,0.4028836919404789
132,0.39975286170364155
133,0.2870383759892179
134,0.3643882532303719
135,0.3864891781009193
136,0.396619036480495
137,0.3990225067327197
138,0.18028197546278538
139,0.40247000497884794
140,0.39931260340906904
141,0.10620396397079283
142,0.3263040737449001
143,0.3932877472668417
144,0.3889157680209973
145,0.09232313453999567
146,0.3906247776859488
147,0.3410040033592175
148,0.38322044673995515
149,0.3812544425999869
150,0.3926639084492851
151,0.37503447526586847
152,0.3834649434806974
153,0.38709859644947575
154,0.38970442184345633
155,0.3727168994829669
156,0.3893645015395877
157,0.3582213321381181
158,0.39587411852350374
159,0.230103922430223
160,0.3764599269208775
161,0.37921645593095654
162,0.40366147254496826
163,0.08485377210575383
164,0.2287026154439789
165,0.40256348115193386
166,0.3152680306706316
167,0.38774013395858603
168,0.38519671977666947
169,0.26855385006952137
170,0.40149698637239767
171,0.3884460140195689
172,0.3796249621064316
173,0.4060767869842108
174,0.0977319413677463
175,0.20523804379337435
176,0.4052305187035094
177,0.3978908924422681
178,0.11618323871043004
179,0.2216369490928416
180,0.3985786420769863
181,0.39083604277697526
182,0.23075506084772598
183,0.21563094032723235
184,0.39675426201236325
185,0.38670720508542744
186,0.1598482048310522
187,0.30663456302282155
188,0.384623516793568
189,0.3915217381734506
190,0.16743088571267037
191,0.3445439547831356
192,0.38623912045039155
193,0.3925769838246214
194,0.18903542383320113
195,0.38709058775782096
196,0.3938229975036822
197,0.3889425449835106
198,0.2372539693329362
199,0.3745009407081047
200,0.3885556378367188
201,0.39525798540119994
202,0.3146982379510631
203,0.24214827323243757
204,0.3909632356451609
205,0.40184933908025183
206,0.06760302865642932
207,0.27435603149056376
208,0.39540800060498615
209,0.39113325224979784
210,0.27298930478756045
211,0.3571484066837908
212,0.38488573456115466
213,0.39048875051310505
214,0.27249718979408666
215,0.37455442805635947
216,0.394278321993322
217,0.37024800649839323
218,0.39742335259055794
219,0.1669205701911372
220,0.4014466801508495
221,0.37619607662229354
222,0.3884000333248023
223,0.33081720821024213
224,0.36990688296583274
225,0.40178181551844433
226,0.18601602389850486
227,0.3808395081389437
228,0.38766317945117007
229,0.3894520193319008
230,0.34401745418446933
231,0.3910798686768801
232,0.3533628333263444
233,0.4047896886144363
234,0.17191942363129023
235,0.4051873774489235
236,0.3753932546033386
237,0.390266103856957
238,0.3570959504945601
239,0.39502619105994896
240,0.3848298261309217
241,0.39421021427301933
242,0.23825643097059104
243,0.3976510931188342
244,0.3888743688904542
245,0.4001883813991435
246,0.2991492023631317
247,0.38773189225339827
248,0.38822360035963815
249,0.39011245391081184
250,0.3973034626791614
251,0.3958765620542468
252,0.37958407901386765
253,0.3975974203254017
254,0.3937593484180523
255,0.38657205447775184
256,0.37822780940803535
257,0.3973477032470688
258,0.3891327869647195
259,0.39962604394387397
260,0.39009279918256184
261,0.39635048811110607
262,0.3966554851146652
263,0.40063694434427605
264,0.32249533070029773
265,0.3929640648847304
266,0.3902878670648924
267,0.40346029664519456
268,0.3882310649745626
269,0.3937946172626142
270,0.28959724011116184
271,0.3855010167273945
272,0.3724759535241843
273,0.3884891464577861
274,0.33459405151884025
