,0
0,0.296218487394958
1,0.7310924369747899
2,0.6323529411764706
3,0.7289915966386554
4,0.5210084033613446
5,0.3802521008403361
6,0.4789915966386555
7,0.1638655462184874
8,0.49369747899159666
9,0.7226890756302521
10,0.7689075630252101
11,0.773109243697479
12,0.04411764705882353
13,0.726890756302521
14,0.7226890756302521
15,0.7016806722689075
16,0.15336134453781514
17,0.7563025210084033
18,0.6890756302521008
19,0.7184873949579832
20,0.29831932773109243
21,0.7205882352941176
22,0.37815126050420167
23,0.7142857142857143
24,0.12184873949579832
25,0.6848739495798319
26,0.7647058823529411
27,0.4012605042016807
28,0.7373949579831933
29,0.7436974789915967
30,0.34243697478991597
31,0.6848739495798319
32,0.773109243697479
33,0.12815126050420167
34,0.7752100840336135
35,0.5546218487394958
36,0.6974789915966386
37,0.47478991596638653
38,0.7668067226890757
39,0.6827731092436975
40,0.4180672268907563
41,0.6974789915966386
42,0.7752100840336135
43,0.6533613445378151
44,0.6008403361344538
45,0.7899159663865546
46,0.6974789915966386
47,0.4831932773109244
48,0.7752100840336135
49,0.46218487394957986
50,0.5588235294117647
51,0.7668067226890757
52,0.3487394957983193
53,0.7836134453781513
54,0.726890756302521
55,0.7584033613445378
56,0.5273109243697479
57,0.7626050420168067
58,0.46638655462184875
59,0.726890756302521
60,0.5966386554621849
61,0.7184873949579832
62,0.7836134453781513
63,0.4810924369747899
64,0.7710084033613446
65,0.7226890756302521
66,0.15966386554621848
67,0.7668067226890757
68,0.6239495798319328
69,0.6470588235294118
70,0.7226890756302521
71,0.5777310924369747
72,0.7247899159663865
73,0.7794117647058824
74,0.7121848739495799
75,0.7689075630252101
76,0.7836134453781513
77,0.542016806722689
78,0.6953781512605042
79,0.7247899159663865
80,0.6764705882352942
81,0.7668067226890757
82,0.4789915966386555
83,0.7710084033613446
84,0.06722689075630252
85,0.7752100840336135
86,0.7794117647058824
87,0.37184873949579833
88,0.2857142857142857
89,0.7836134453781513
90,0.7247899159663865
91,0.42016806722689076
92,0.7289915966386554
93,0.6638655462184874
94,0.7584033613445378
95,0.6323529411764706
96,0.5147058823529411
97,0.7247899159663865
98,0.7773109243697479
99,0.15756302521008403
100,0.0861344537815126
101,0.7668067226890757
102,0.7247899159663865
103,0.49789915966386555
104,0.3067226890756303
105,0.7142857142857143
106,0.7773109243697479
107,0.18907563025210083
108,0.5315126050420168
109,0.7205882352941176
110,0.7352941176470589
111,0.24579831932773108
112,0.24789915966386555
113,0.7689075630252101
114,0.7415966386554622
115,0.46218487394957986
116,0.7752100840336135
117,0.7394957983193278
118,0.31932773109243695
119,0.7794117647058824
120,0.7626050420168067
121,0.6659663865546218
122,0.6533613445378151
123,0.7752100840336135
124,0.7794117647058824
125,0.19747899159663865
126,0.7794117647058824
127,0.5147058823529411
128,0.7247899159663865
129,0.773109243697479
130,0.34243697478991597
131,0.7752100840336135
132,0.7815126050420168
133,0.7100840336134454
134,0.7373949579831933
135,0.7247899159663865
136,0.7794117647058824
137,0.7710084033613446
138,0.4096638655462185
139,0.7752100840336135
140,0.7794117647058824
141,0.3067226890756303
142,0.6008403361344538
143,0.7373949579831933
144,0.726890756302521
145,0.2857142857142857
146,0.707983193277311
147,0.7016806722689075
148,0.773109243697479
149,0.7121848739495799
150,0.707983193277311
151,0.7436974789915967
152,0.7163865546218487
153,0.7836134453781513
154,0.75
155,0.7100840336134454
156,0.726890756302521
157,0.726890756302521
158,0.7668067226890757
159,0.5630252100840336
160,0.7226890756302521
161,0.7184873949579832
162,0.7794117647058824
163,0.25630252100840334
164,0.5504201680672269
165,0.7794117647058824
166,0.680672268907563
167,0.7247899159663865
168,0.7668067226890757
169,0.680672268907563
170,0.7752100840336135
171,0.726890756302521
172,0.7205882352941176
173,0.7836134453781513
174,0.3025210084033613
175,0.4957983193277311
176,0.7836134453781513
177,0.7626050420168067
178,0.31932773109243695
179,0.5504201680672269
180,0.7773109243697479
181,0.7247899159663865
182,0.5735294117647058
183,0.5105042016806722
184,0.7247899159663865
185,0.7373949579831933
186,0.3487394957983193
187,0.680672268907563
188,0.7205882352941176
189,0.7373949579831933
190,0.35714285714285715
191,0.7415966386554622
192,0.726890756302521
193,0.7373949579831933
194,0.42436974789915966
195,0.7689075630252101
196,0.7247899159663865
197,0.7247899159663865
198,0.6092436974789915
199,0.7605042016806722
200,0.7142857142857143
201,0.7352941176470589
202,0.6890756302521008
203,0.5567226890756303
204,0.7247899159663865
205,0.7836134453781513
206,0.226890756302521
207,0.634453781512605
208,0.7247899159663865
209,0.7773109243697479
210,0.6659663865546218
211,0.7436974789915967
212,0.7247899159663865
213,0.7247899159663865
214,0.6050420168067226
215,0.7289915966386554
216,0.7710084033613446
217,0.6995798319327731
218,0.792016806722689
219,0.36764705882352944
220,0.7668067226890757
221,0.7331932773109243
222,0.7184873949579832
223,0.7037815126050421
224,0.6953781512605042
225,0.7710084033613446
226,0.4411764705882353
227,0.7647058823529411
228,0.726890756302521
229,0.7247899159663865
230,0.7899159663865546
231,0.7689075630252101
232,0.7100840336134454
233,0.7752100840336135
234,0.4117647058823529
235,0.7794117647058824
236,0.7058823529411765
237,0.7247899159663865
238,0.7100840336134454
239,0.7857142857142857
240,0.7058823529411765
241,0.7394957983193278
242,0.5462184873949579
243,0.7668067226890757
244,0.7016806722689075
245,0.7794117647058824
246,0.7373949579831933
247,0.7668067226890757
248,0.7668067226890757
249,0.7226890756302521
